state,district,total,daily_mean,daily_std,active_days,pincodes,cv,cv_normalized,coverage,volume_score,risk_score,risk_category
Arunachal Pradesh,Lohit,157,1.9625,1.8448954551698393,49,5,0.9400741172839946,0.16762292045779315,0.02976190476190476,0.0036391451485791107,0.6971596119489871,High Risk
Madhya Pradesh,Katni,10786,11.826754385964913,29.774981710941834,80,17,2.5175953384367653,0.44890788438993834,0.10119047619047619,0.25001158963423115,0.6966976159795424,High Risk
Jammu And Kashmir,Kishtwar,1240,6.6310160427807485,6.512824448381836,73,3,0.9821759450382285,0.17513002143528308,0.017857142857142856,0.02874229289323629,0.6964228196343781,High Risk
West Bengal,Medinipur West,645,322.5,283.5498192558056,2,2,0.8792242457544359,0.15677288960625255,0.011904761904761904,0.014950628158175328,0.6962186562480691,High Risk
Bihar,Banka,10693,8.137747336377473,24.40275270284272,79,32,2.998711030724337,0.534694755804198,0.19047619047619047,0.2478559176672384,0.6961197225646311,High Risk
Odisha,Malkangiri,2817,5.600397614314115,7.86472784428651,73,11,1.4043159764558448,0.25040104912063404,0.06547619047619048,0.0652959992582634,0.6951349007480763,High Risk
Karnataka,Bengaluru South,196,2.45,2.937750797265732,33,14,1.1990819580676455,0.21380614143515242,0.08333333333333333,0.004543136618608317,0.6943025418500541,High Risk
Orissa,Rayagada,177,1.8061224489795917,1.6724459725932632,53,6,0.9259870356731063,0.16511107834137945,0.03571428571428571,0.004102730517824857,0.6940580582641354,High Risk
Chhattisgarh,Kawardha,2028,8.666666666666666,9.159998875498925,75,4,1.0569229471729529,0.18845802458197786,0.023809523809523808,0.0470075564415187,0.6935247083379033,Medium Risk
Jammu And Kashmir,Reasi,1658,4.696883852691218,5.844229519032474,73,11,1.244278058032849,0.22186497651015438,0.06547619047619048,0.038431227110472393,0.6932067069787456,Medium Risk
Jammu And Kashmir,Pulwama,1826,4.013186813186813,5.17447157895486,73,12,1.2893672335292778,0.2299047460759642,0.07142857142857142,0.04232534421213666,0.6927690578629464,Medium Risk
Delhi,North West Delhi,15501,13.397579948141745,40.365341873792076,84,18,3.0128830751549858,0.5372217474877753,0.10714285714285714,0.3593018404339159,0.6927370594905465,Medium Risk
Jammu And Kashmir,Ramban,1874,6.6219081272084805,7.016329527187465,72,5,1.0595631036254283,0.1889287861175768,0.02976190476190476,0.043437949098326455,0.6926770237449873,Medium Risk
Madhya Pradesh,Chhatarpur,17664,13.62962962962963,45.23355284381605,81,20,3.3187661053886774,0.591763198957991,0.11904761904761904,0.4094385981178434,0.6926188735332771,Medium Risk
Arunachal Pradesh,Upper Subansiri,139,2.7254901960784315,1.9806911053725569,51,1,0.726728391179859,0.12958162879870141,0.005952380952380952,0.003221918316257939,0.6923036612513347,Medium Risk
Uttar Pradesh,Shamli,8038,12.718354430379748,24.61538909887629,80,11,1.935422482021624,0.3451016922936176,0.06547619047619048,0.18631495989986557,0.6919744376661399,Medium Risk
Assam,Nalbari,3736,3.5311909262759924,7.556627639769198,79,32,2.139965750234425,0.3815734335610709,0.19047619047619047,0.08659774697510547,0.6909047109871764,Medium Risk
Uttar Pradesh,Lalitpur,4678,7.077155824508321,11.155584622154304,76,12,1.576280768542966,0.2810637810644095,0.07142857142857142,0.10843261786658014,0.6908425380125693,Medium Risk
Manipur,Jiribam,145,2.101449275362319,1.5257103219024772,52,2,0.7260276704225581,0.1294566845441957,0.011904761904761904,0.003360993927031663,0.6901348747456924,Medium Risk
Chhattisgarh,Kabeerdham,917,4.654822335025381,4.076142583513395,73,4,0.8756816673414817,0.15614121883837123,0.023809523809523808,0.021255389179917483,0.6899394765061213,Medium Risk
Mizoram,Serchhip,100,1.7543859649122806,1.4302934483423069,40,5,0.815267265555115,0.14536883581138274,0.02976190476190476,0.002317926846228733,0.6897670478134486,Medium Risk
Haryana,Kurukshetra,2312,3.808896210873147,4.930177826417736,73,12,1.2943849224202273,0.23079944113285988,0.07142857142857142,0.05359046868480831,0.6897026637910584,Medium Risk
Orissa,Subarnapur,6,1.5,1.0,4,1,0.6666666666666666,0.11887213102024989,0.005952380952380952,0.00013907561077372397,0.6894801898405221,Medium Risk
Gujarat,Anand,6747,3.5140625,12.480430127651195,78,65,3.5515674885267963,0.6332735937351258,0.3869047619047619,0.15639052431505263,0.6893119338461116,Medium Risk
Jammu And Kashmir,Bandipore,1601,6.205426356589148,6.0459049404559995,70,5,0.9742932383745457,0.17372447022630386,0.02976190476190476,0.037110008808122014,0.6892538952701031,Medium Risk
Delhi,South Delhi,13212,10.297739672642244,28.74947280863792,82,21,2.7918236159160195,0.49780503398489534,0.125,0.30624449492374023,0.6886084134175913,Medium Risk
Manipur,Tamenglong,945,4.004237288135593,3.9652725283775654,71,8,0.9902691181979951,0.1765731005456091,0.047619047619047616,0.021904408696861527,0.6885625959152379,Medium Risk
Maharashtra,Nashik,22019,6.022702407002188,48.134135185913806,79,76,5.608267143398816,1.0,0.4523809523809524,0.5103843122711047,0.6885513729853352,Medium Risk
Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,87,1.5535714285714286,1.1742640690645796,44,4,0.7558481364093845,0.1347739180540021,0.023809523809523808,0.0020165963562189977,0.6882325590787017,Medium Risk
Nagaland,Meluri,17,1.4166666666666667,0.90033663737852,12,1,0.6355317440318964,0.11332051911613127,0.005952380952380952,0.0003940475638588846,0.6874606340881549,Medium Risk
Bihar,Sheikhpura,3046,7.429268292682927,8.82517636365435,77,8,1.18789307586943,0.2118110720291978,0.047619047619047616,0.0706040517361272,0.6862859930227144,Medium Risk
Uttar Pradesh,Sambhal,8563,7.820091324200913,18.487991012866587,78,25,2.364165614748209,0.4215501070648781,0.1488095238095238,0.19848407584256642,0.6859139813866041,Medium Risk
Assam,Kamrup Metro,5875,3.5627653123104914,9.256254569699749,82,41,2.598053410286789,0.4632542180778274,0.24404761904761904,0.13617820221593807,0.6858688489957914,Medium Risk
Arunachal Pradesh,East Siang,165,2.2,1.4425952589278397,62,2,0.6557251176944725,0.11692116315576918,0.011904761904761904,0.0038245792962774095,0.6856083666489693,Medium Risk
Uttar Pradesh,Jaunpur,15522,5.899657924743444,23.79723847042552,83,52,4.033664116459834,0.7192353740152408,0.30952380952380953,0.3597886050716239,0.6854624660505138,Medium Risk
Arunachal Pradesh,Kra Daadi,80,2.1621621621621623,1.3019966187341636,37,1,0.6021734361645507,0.10737245940099983,0.005952380952380952,0.0018543414769829863,0.6849407250139217,Medium Risk
Punjab,Pathankot,1102,2.6554216867469878,2.9626194919560493,72,13,1.1156870137584034,0.1989361393156204,0.07738095238095238,0.025543553845440638,0.6848812492735017,Medium Risk
Maharashtra,Chatrapati Sambhaji Nagar,211,3.0142857142857142,2.0465089195417585,65,3,0.6789366083787824,0.12105996219847008,0.017857142857142856,0.004890825645542627,0.6846537390758016,Medium Risk
Gujarat,Tapi,2177,2.849476439790576,4.645166852325637,73,25,1.6301825793186893,0.2906749157335502,0.1488095238095238,0.05046126744239952,0.6845145069406894,Medium Risk
Odisha,Debagarh,845,3.1296296296296298,2.6495864606579116,72,6,0.8466134252989777,0.15095811302346393,0.03571428571428571,0.019586481850632793,0.6844593950030224,Medium Risk
Ladakh,Kargil,492,2.2363636363636363,1.8771749527515698,66,7,0.8393871739946044,0.14966961318570587,0.041666666666666664,0.011404200083445367,0.6843797712566301,Medium Risk
Tripura,West Tripura,2737,2.6702439024390245,5.492052357781175,74,36,2.0567605651171736,0.3667372670608378,0.21428571428571427,0.06344165778128043,0.6843255461369091,Medium Risk
Chhattisgarh,Narayanpur,729,10.720588235294118,7.117029374078859,68,1,0.6638655657576987,0.11837267176887223,0.005952380952380952,0.016897686709007462,0.6842777957730697,Medium Risk
Uttar Pradesh,Gorakhpur,19675,7.86056731921694,32.301526655845926,82,41,4.1093123872722925,0.7327240807544517,0.24404761904761904,0.45605210699550325,0.6842211294987405,Medium Risk
Arunachal Pradesh,Lower Dibang Valley,103,2.06,1.2190662200961813,50,1,0.5917797184932918,0.10551917434779177,0.005952380952380952,0.002387464651615595,0.6841321382929091,Medium Risk
Gujarat,Banaskantha,17001,11.133595284872298,37.210540743705685,76,27,3.3421855017727538,0.5959390692910657,0.16071428571428573,0.3940707431273469,0.6841074513136689,Medium Risk
Manipur,Thoubal,1019,2.9970588235294118,2.762473485943599,75,8,0.9217281503639094,0.16435168418266685,0.047619047619047616,0.023619674563070788,0.6837705204283455,Medium Risk
Jammu And Kashmir,Ganderbal,807,3.508695652173913,2.7922871068141575,70,5,0.7958191258578144,0.1419010730960863,0.02976190476190476,0.018705669649065875,0.6836370080222438,Medium Risk
Uttar Pradesh,Azamgarh,20211,6.966907962771458,30.840562314098605,80,49,4.426721650249867,0.7893207539980185,0.2916666666666667,0.4684761948912892,0.6836360720985863,Medium Risk
Uttar Pradesh,Kheri,24274,13.598879551820728,56.79712143434906,82,28,4.176603022176529,0.7447225525076101,0.16666666666666666,0.5626535626535627,0.6835234912482614,Medium Risk
Arunachal Pradesh,West Siang,186,1.9375,1.3362358758054182,64,4,0.6896701294479578,0.12297383698273552,0.023809523809523808,0.004311343933985443,0.6834141064304284,Medium Risk
Punjab,Barnala,1001,2.4237288135593222,2.5327215194749417,74,12,1.0449690185246263,0.18632654112324198,0.07142857142857142,0.023202447730749618,0.6832535550739098,Medium Risk
Jharkhand,Kodarma,305,2.103448275862069,1.6738351585299656,68,7,0.7957576983175246,0.14189012006215992,0.041666666666666664,0.0070696768809976355,0.6829573056241234,Medium Risk
Uttarakhand,Champawat,850,2.689873417721519,2.477586892385994,69,9,0.9210793623458519,0.1642359999612365,0.05357142857142857,0.01970237819294423,0.6828218865285496,Medium Risk
Jammu And Kashmir,Leh,199,1.8598130841121496,1.320724487650631,55,5,0.7101382923548618,0.1266234781969555,0.02976190476190476,0.004612674423995179,0.6825177483750692,Medium Risk
Madhya Pradesh,Harda,2698,6.778894472361809,6.919570812968622,72,6,1.0207521065832141,0.18200846722943387,0.03571428571428571,0.06253766631125121,0.6824416636369264,Medium Risk
Uttarakhand,Uttarkashi,1106,2.596244131455399,2.6214293319890465,72,11,1.0097006287769745,0.18003789815280782,0.06547619047619048,0.025636270919289786,0.6824057164110291,Medium Risk
Delhi,South East Delhi,56,1.6470588235294117,0.9172539036208376,34,1,0.5569041557697942,0.09930057565558295,0.005952380952380952,0.0012980390338880904,0.6822824564359542,Medium Risk
Arunachal Pradesh,Anjaw,36,1.894736842105263,1.0485300208760657,19,1,0.553390844351257,0.098674123432694,0.005952380952380952,0.0008344536646423438,0.6822022737687168,Medium Risk
Jharkhand,East Singhbum,1447,361.75,290.5734273237432,1,4,0.8032437521043351,0.14322494481201548,0.023809523809523808,0.033540401464929766,0.6817332769113931,Medium Risk
Chhattisgarh,Gaurela-Pendra-Marwahi,132,1.5903614457831325,0.9881757592545832,53,3,0.621352939531291,0.11079232205667155,0.017857142857142856,0.0030596634370219276,0.6816094136887284,Medium Risk
Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,253,1.9312977099236641,1.2901451301465543,63,4,0.6680198104711408,0.11911340765167193,0.023809523809523808,0.005864354920958694,0.6815970528684641,Medium Risk
Madhya Pradesh,Agar Malwa,2526,6.901639344262295,6.815867670348954,72,6,0.9875722752762142,0.17609223134790064,0.03571428571428571,0.05855083213573779,0.6815670313310438,Medium Risk
Arunachal Pradesh,Namsai,148,1.7411764705882353,1.0818078032854541,57,3,0.6213085356707,0.11078440448437059,0.017857142857142856,0.003430531732418525,0.6814953820498041,Medium Risk
Sikkim,West,203,1.8288288288288288,1.1431525299791394,59,3,0.625073550875293,0.11145573755541101,0.017857142857142856,0.004705391497844328,0.6813478906950405,Medium Risk
Jammu And Kashmir,Budgam,804,2.7724137931034485,2.372695976092344,70,8,0.8558231754561937,0.15260028696449246,0.047619047619047616,0.018636131843679012,0.681152594217802,Medium Risk
Punjab,Faridkot,891,2.6439169139465877,2.373759092909683,73,9,0.8978190957469844,0.1600885037731767,0.05357142857142857,0.02065272819989801,0.6810851578606424,Medium Risk
Tripura,Khowai,314,1.9748427672955975,1.3777145151474555,64,5,0.697632509262565,0.12439359456756799,0.02976190476190476,0.007278290297158221,0.6809376043428346,Medium Risk
Jammu And Kashmir,Badgam,1823,5.035911602209945,5.362879789590061,72,11,1.0649273087392224,0.18988526785723642,0.06547619047619048,0.0422558064067498,0.6808664351613412,Medium Risk
Manipur,Kakching,109,1.7868852459016393,1.0818926949003254,52,3,0.605462884302017,0.10795899496597165,0.017857142857142856,0.002526540262389319,0.6807776861593732,Medium Risk
Nagaland,Niuland,28,1.4,0.8207826816681233,18,3,0.5862733440486595,0.10453734265114845,0.017857142857142856,0.0006490195169440452,0.6801433640728186,Medium Risk
Jammu And Kashmir,Kargil,517,2.1275720164609053,1.64523512787399,69,7,0.7732923328305215,0.13788436125777664,0.041666666666666664,0.01198368179500255,0.6800810885683877,Medium Risk
Rajasthan,Deeg,69,1.6046511627906976,1.311842304760042,26,10,0.8175249145606059,0.14577139313395043,0.05952380952380952,0.0015993695238978257,0.67970684340638,Medium Risk
Arunachal Pradesh,Lower Subansiri,105,1.8103448275862069,0.9992435130167769,51,2,0.5519630833806959,0.0984195419489568,0.011904761904761904,0.0024338231885401695,0.6795500260589061,Medium Risk
Delhi,North East,1697,8.278048780487804,6.264258723149132,75,3,0.7567313130498362,0.1349313956879788,0.017857142857142856,0.039335218580501596,0.679175422916642,Medium Risk
Jharkhand,Pashchimi Singhbhum,576,3.408284023668639,3.3971525211835445,69,14,0.996733986250033,0.17772583950877482,0.08333333333333333,0.013351258634277502,0.6790319995711213,Medium Risk
Haryana,Gurugram,2636,376.57142857142856,334.5374204992406,3,4,0.8883770650586815,0.15840491230956097,0.023809523809523808,0.061100551666589405,0.6787782204750361,Medium Risk
Arunachal Pradesh,Tirap,89,1.5344827586206897,0.9772054182832192,42,5,0.6368304973081653,0.11355209747056069,0.02976190476190476,0.002062954893143572,0.6787076809800865,Medium Risk
Telangana,Rangareddy,294,1.75,1.1975523940633852,69,6,0.6843156537505058,0.12201909007775714,0.03571428571428571,0.006814704927912475,0.6781622700488412,Medium Risk
Chandigarh,Chandigarh,2617,3.1798298906439855,4.894431163957279,76,24,1.5392116346720828,0.2744540506569493,0.14285714285714285,0.06066014556580594,0.6778608740601905,Medium Risk
Telangana,Jogulamba Gadwal,1765,3.763326226012793,3.6738650817736493,71,10,0.9762281718707317,0.174069484728415,0.05952380952380952,0.040911408835937135,0.6778175636708308,Medium Risk
Chhattisgarh,Khairagarh Chhuikhadan Gandai,233,1.9098360655737705,1.1427391939832043,61,4,0.5983441273216779,0.10668966224726936,0.023809523809523808,0.005400769551712948,0.6773878175876971,Medium Risk
Dadra And Nagar Haveli And Daman And Diu,Diu,21,1.2352941176470589,0.6642111641550715,17,3,0.5376947519350579,0.09587538150138745,0.017857142857142856,0.00048676463770803394,0.6771603541341731,Medium Risk
Orissa,Jharsuguda,25,1.1904761904761905,0.6796357567879737,21,4,0.5708940357018979,0.10179508591595283,0.023809523809523808,0.0005794817115571833,0.677121102223783,Medium Risk
Assam,Sivasagar,422,105.5,60.67673909058286,2,3,0.5751349676832499,0.1025512788491557,0.017857142857142856,0.009781651291085254,0.676708452209879,Medium Risk
Haryana,Yamuna Nagar,3223,4.578125,5.7399430418563675,73,14,1.2537759545351792,0.22355852930631703,0.08333333333333333,0.07470678225395207,0.6766667839143586,Medium Risk
Madhya Pradesh,Mauganj,423,1.9403669724770642,1.4999612447254598,72,9,0.7730296722225773,0.13783752671847457,0.05357142857142857,0.00980483055954754,0.6765516851836018,Medium Risk
Arunachal Pradesh,Upper Siang,41,1.28125,0.6342063874918669,29,2,0.49499035121316437,0.08826083682475618,0.011904761904761904,0.0009503500069537805,0.6764395212199119,Medium Risk
Punjab,Fazilka,1885,3.9026915113871636,3.897128025690295,75,11,0.9985744490230305,0.1780540091066093,0.06547619047619048,0.04369292105141162,0.6762943602052232,Medium Risk
Haryana,Fatehabad,2532,4.553956834532374,5.025230270366271,71,12,1.1034865838561005,0.19676070266284554,0.07142857142857142,0.05868990774651152,0.6762592736080424,Medium Risk
Odisha,Nabarangapur,6165,6.782178217821782,11.113098558337471,76,16,1.638573656046839,0.29217111349189456,0.09523809523809523,0.1429001900700014,0.6760564993678293,Medium Risk
Haryana,Sirsa,3190,4.412171507607193,5.460405565022923,73,14,1.2375778130130324,0.22067026790435926,0.08333333333333333,0.07394186639469659,0.6758853671814501,Medium Risk
Madhya Pradesh,Balaghat,6666,5.468416735028712,10.69964373531392,75,24,1.9566255195541056,0.34888236767700026,0.14285714285714285,0.15451300356960734,0.6757549276160679,Medium Risk
Bihar,Araria,15127,14.338388625592417,39.127997460345355,81,19,2.7288978198363423,0.48658484877068997,0.1130952380952381,0.3506327940290204,0.6755315255277019,Medium Risk
Haryana,Karnal,3907,4.81750924784217,6.46977696952594,71,15,1.3429713648030555,0.23946280204996895,0.08928571428571429,0.0905614018821566,0.6753935601528421,Medium Risk
Karnataka,Bijapur(Kar),3,1.5,0.7071067811865476,2,2,0.47140452079103173,0.08405528993851447,0.011904761904761904,6.953780538686199e-05,0.6752318234701973,Medium Risk
Uttar Pradesh,Raebareli,3,1.5,0.7071067811865476,2,2,0.47140452079103173,0.08405528993851447,0.011904761904761904,6.953780538686199e-05,0.6752318234701973,Medium Risk
Sikkim,North Sikkim,60,1.3333333333333333,0.7687061147858074,36,5,0.5765295860893556,0.10279995074199648,0.02976190476190476,0.0013907561077372399,0.6751460892607108,Medium Risk
Jharkhand,Dumka,5661,5.17932296431839,9.499318112167208,78,24,1.8340849137252708,0.3270323732499212,0.14285714285714285,0.1312178387650086,0.6750959790079698,Medium Risk
Daman And Diu,Daman,56,1.4,0.7089175569585665,33,3,0.5063696835418332,0.09028986505000092,0.017857142857142856,0.0012980390338880904,0.6749620410573338,Medium Risk
Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,288,2.0869565217391304,1.6631614467921756,67,11,0.7969315265879174,0.14209942326409003,0.06547619047619048,0.006675629317138751,0.6748154426806232,Medium Risk
Punjab,Mansa,1101,2.490950226244344,2.209269177089266,71,11,0.8869182345807952,0.15814479087800554,0.06547619047619048,0.02552037457697835,0.6747778977675418,Medium Risk
Jharkhand,Jamtara,4340,11.451187335092348,12.367161561750633,75,6,1.079989454355643,0.19257097187797828,0.03571428571428571,0.10059802512632701,0.6747204326193943,Medium Risk
Chhattisgarh,Mungeli,2790,8.13411078717201,7.592669383929161,75,7,0.9334356984543737,0.16643923596847018,0.041666666666666664,0.06467015900978165,0.6742693515526967,Medium Risk
Chhattisgarh,Bemetara,2677,5.577083333333333,5.483158484477826,75,9,0.9831587869067451,0.17530527019633282,0.05357142857142857,0.062050901673543185,0.6739915740666536,Medium Risk
Arunachal Pradesh,Lower Siang,31,1.2916666666666667,0.624093545570845,24,3,0.48316919657097673,0.08615302805960104,0.017857142857142856,0.0007185573223309073,0.673687992624161,Medium Risk
Haryana,Nuh,1506,753.0,461.033621333629,1,2,0.6122624453301846,0.10917141243010244,0.011904761904761904,0.034907978304204716,0.6735709341926077,Medium Risk
Haryana,Mahendragarh,2620,5.32520325203252,4.973241530748994,76,8,0.933906424858208,0.1665231703445971,0.047619047619047616,0.060729683371192805,0.6733975379425845,Medium Risk
Haryana,Rewari,2364,3.581818181818182,4.314386741620391,74,17,1.2045242172036623,0.21477654084674652,0.10119047619047619,0.05479579064484725,0.6733163854362404,Medium Risk
Dadra And Nagar Haveli And Daman And Diu,Daman,61,1.525,0.6788942744621108,34,2,0.4451765734177776,0.07937863194369593,0.011904761904761904,0.001413935376199527,0.6731916739007671,Medium Risk
Haryana,Palwal,4428,11.267175572519085,11.993721419219753,76,6,1.064483405093352,0.18980611619870802,0.03571428571428571,0.1026378007510083,0.6731408004442452,Medium Risk
Haryana,Yamunanagar,59,1.5128205128205128,0.8230813374079161,35,5,0.5440707145577751,0.09701226789778923,0.02976190476190476,0.0013675768392749524,0.673127354045777,Medium Risk
Madhya Pradesh,Hoshangabad,5914,7.771353482260184,13.181736543310757,75,20,1.6961957236150635,0.30244560044033614,0.11904761904761904,0.13708219368596727,0.6730646353816607,Medium Risk
Jharkhand,Simdega,1989,5.048223350253807,4.160912186012562,72,7,0.8242329820457263,0.14696749654942629,0.041666666666666664,0.0461035649714895,0.673024220967519,Medium Risk
Madhya Pradesh,Raisen,7470,7.00750469043152,13.08110991408928,76,20,1.8667286704711075,0.33285302264324756,0.11904761904761904,0.17314913541328636,0.672887150634484,Medium Risk
West Bengal,Hawrah,5,1.25,0.5,4,1,0.4,0.07132327861214995,0.005952380952380952,0.00011589634231143665,0.6728450452782258,Medium Risk
West Bangal,Howrah,4,1.3333333333333333,0.5773502691896257,3,2,0.4330127018922193,0.07720971394914646,0.011904761904761904,9.271707384914932e-05,0.6728289180933797,Medium Risk
Nagaland,Tseminyu,29,1.7058823529411764,0.6859943405700353,17,1,0.4021346134376069,0.07170389768449913,0.005952380952380952,0.0006721987854063326,0.6728113712206194,Medium Risk
Jharkhand,Latehar,2575,5.181086519114688,5.1017276906945295,76,10,0.9846829756408472,0.17557704554068249,0.05952380952380952,0.05968661629038988,0.6727126477187886,Medium Risk
Gujarat,Banas Kantha,13491,91.77551020408163,247.77474845408383,59,25,2.699791566433202,0.4813949652186199,0.1488095238095238,0.3127115108247184,0.6725914512457681,Medium Risk
Ladakh,Leh,125,1.4880952380952381,0.8572026179205369,47,6,0.5760401592426008,0.10271268192361808,0.03571428571428571,0.002897408557785916,0.6725802161059306,Medium Risk
Jharkhand,Koderma,3084,6.411642411642411,6.218000549897924,76,8,0.9697983996436127,0.1729230036384963,0.047619047619047616,0.07148486393769413,0.6724109254254987,Medium Risk
Sikkim,South,194,1.564516129032258,0.956296510501791,57,7,0.6112410685681551,0.10898929258168692,0.041666666666666664,0.004496778081683742,0.672213885645752,Medium Risk
Madhya Pradesh,Dindori,2618,5.618025751072961,5.312595822526779,71,9,0.9456339393802441,0.16861428230880512,0.05357142857142857,0.06068332483426823,0.6720600013578013,Medium Risk
Chhattisgarh,Dhamtari,1920,4.129032258064516,4.255892989613739,71,14,1.0307240834220774,0.18378655243541425,0.08333333333333333,0.044504195447591675,0.6718073680514508,Medium Risk
Odisha,Baudh,169,1.4201680672268908,0.7534755438916666,57,5,0.5305537853438362,0.09460208862702306,0.02976190476190476,0.0039172963701265585,0.6715188754417534,Medium Risk
Rajasthan,Dhaulpur,131,1.7236842105263157,1.2500526304709605,54,11,0.725221373403,0.1293129151767705,0.06547619047619048,0.00303648416855964,0.6714319083946352,Medium Risk
Odisha,Sonapur,1446,3.2276785714285716,2.591837464917693,73,9,0.8030035852580404,0.14318212109478629,0.05357142857142857,0.03351722219646748,0.671308575724235,Medium Risk
Chhattisgarh,Sakti,452,1.779527559055118,1.1722306415987893,67,8,0.6587313782435674,0.1174572040525787,0.047619047619047616,0.010477029344953873,0.6713002459482497,Medium Risk
Manipur,Imphal East,1103,2.4565701559020043,2.0251780775095307,76,11,0.8243925265655297,0.14699594464501875,0.06547619047619048,0.025566733113902926,0.670861894024919,Medium Risk
Arunachal Pradesh,Papum Pare,434,1.8706896551724137,1.2062619618412755,73,8,0.6448220625510966,0.1149770590564826,0.047619047619047616,0.010059802512632702,0.6705573632493125,Medium Risk
Rajasthan,Sikar,11096,3.967107615302109,13.617907899459333,81,56,3.43270443356054,0.6120793367700018,0.3333333333333333,0.25719716285754024,0.6704019523455719,Medium Risk
Odisha,Nuapada,2084,4.58021978021978,3.7788018688368754,75,8,0.8250263197316595,0.14710895516144462,0.047619047619047616,0.0483055954754068,0.6703297889972168,Medium Risk
Telangana,Warangal (Urban),7,1.4,0.5477225575051661,5,2,0.3912303982179758,0.06975958673410763,0.011904761904761904,0.0001622548792360113,0.6702005122265002,Medium Risk
Chhattisgarh,Janjgir - Champa,33,1.375,0.7696696072652381,20,7,0.5597597143747186,0.09980974516051382,0.041666666666666664,0.0007649158592554819,0.6701206027150698,Medium Risk
Madhya Pradesh,Narsimhapur,1182,2.4371134020618554,2.4083755193225325,72,16,0.9882082291636449,0.1762056271386449,0.09523809523809523,0.027397895322423624,0.6701192675684653,Medium Risk
Pondicherry,Yanam,24,1.263157894736842,0.452413928358864,19,1,0.35816102661743404,0.06386304672362224,0.005952380952380952,0.0005563024430948959,0.670101842287006,Medium Risk
Madhya Pradesh,Sagar,13580,8.622222222222222,23.876086059669213,80,28,2.769133692487409,0.49375923465892746,0.16666666666666666,0.31477446571786194,0.6700500590819327,Medium Risk
Bihar,Bhojpur,12979,5.7890276538804635,18.13875334976394,79,41,3.13329879113728,0.558692856638492,0.24404761904761904,0.30084372537202725,0.6698727155451972,Medium Risk
Madhya Pradesh,Maihar,400,1.6528925619834711,1.0403537843964097,68,8,0.6294140395598279,0.11222968226481092,0.047619047619047616,0.009271707384914932,0.6698322099105427,Medium Risk
The Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,716,358.0,154.14927829866735,2,1,0.43058457625326074,0.0767767592455146,0.005952380952380952,0.01659635621899773,0.6698096255368975,Medium Risk
Jharkhand,Sahebganj,6031,8.494366197183098,11.789376147033076,78,12,1.387905333177497,0.24747489691376853,0.07142857142857142,0.13979416809605488,0.6696779634910026,Medium Risk
Telangana,Komaram Bheem,1080,2.706766917293233,2.080473787194708,74,10,0.7686194824913783,0.1370511537411477,0.05952380952380952,0.025033609939270316,0.6696244874942873,Medium Risk
Madhya Pradesh,Niwari,138,1.2777777777777777,0.7952350306004389,49,9,0.6223578500351261,0.11097150583628482,0.05357142857142857,0.0031987390477956515,0.6691304053283609,Medium Risk
Delhi,Najafgarh,30,1.2,0.40824829046386296,25,1,0.3402069087198858,0.06066168034101669,0.005952380952380952,0.0006953780538686199,0.6689396413698618,Medium Risk
Madhya Pradesh,Umaria,5139,10.957356076759062,13.202009294232061,77,10,1.2048535432953564,0.21483526238822692,0.05952380952380952,0.1191182606276946,0.6686235303142377,Medium Risk
Telangana,Hyderabad,25560,8.427299703264095,47.04888625410983,82,73,5.582913615364441,0.9954792581405082,0.43452380952380953,0.5924621018960642,0.6685957764470252,Medium Risk
Jharkhand,Ranchi,13902,7.796971396522714,24.265720645682205,79,38,3.1121982384729803,0.5549304551471266,0.2261904761904762,0.3222381901627185,0.668387535586012,Medium Risk
Mizoram,Mammit,76,1.3333333333333333,0.7154752000627008,42,7,0.5366064000470256,0.095681319439042,0.041666666666666664,0.0017616244031338371,0.6683766411493912,Medium Risk
Chhattisgarh,Uttar Bastar Kanker,839,2.0614250614250613,1.8217787371559775,69,15,0.8837472539004564,0.15757937903166166,0.08928571428571429,0.01944740623985907,0.6680685607891239,Medium Risk
Uttar Pradesh,Shravasti,2535,633.75,403.5413031318273,2,2,0.6367515631271436,0.11353802285909811,0.011904761904761904,0.05875944555189838,0.6679438076684481,Medium Risk
Jammu & Kashmir,Kupwara,6,1.5,0.5773502691896257,4,3,0.38490017945975047,0.06863085684368574,0.017857142857142856,0.00013907561077372397,0.6677290772120579,Medium Risk
Karnataka,Ramanagar,2913,3.5524390243902437,4.533250527409974,74,20,1.2760952394356948,0.2275382407447756,0.11904761904761904,0.06752120903064299,0.6677153548848118,Medium Risk
Jammu And Kashmir,Samba,570,2.087912087912088,1.5599421533040303,69,12,0.7471301892140355,0.13321943661215238,0.07142857142857142,0.013212183023503778,0.6676631479072022,Medium Risk
Puducherry,Karaikal,402,1.576470588235294,0.9354329149141438,72,8,0.5933716251321062,0.1058030243496035,0.047619047619047616,0.009318065921839506,0.6675689720791427,Medium Risk
Chhattisgarh,Rajnandgaon,4006,5.571627260083449,6.4499423672260185,72,13,1.1576406794896423,0.20641682178999582,0.07738095238095238,0.09285614945992304,0.6673057094551883,Medium Risk
